DentistName,LicenseNumber,Specialization,Cabinet,PatientName,InsuranceNumber,PatientPhone,AppointmentDate,Status
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_468,INS-74926,+380501133716,2026-05-12 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_469,INS-42030,+380506879219,2026-05-09 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_470,INS-18543,+380502839312,2026-04-03 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_471,INS-51361,+380502081415,2026-04-17 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_472,INS-30465,+380508926281,2026-04-05 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_473,INS-84848,+380501153096,2026-05-22 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_474,INS-47418,+380507675141,2026-04-25 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_475,INS-90857,+380508692622,2026-05-22 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_476,INS-92934,+380502817498,2026-05-19 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_477,INS-77919,+380501810358,2026-04-10 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_478,INS-32799,+380507299044,2026-04-24 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_479,INS-24006,+380507120188,2026-04-20 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_480,INS-46311,+380508847747,2026-05-05 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_481,INS-90870,+380504629202,2026-05-05 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_482,INS-74921,+380501850591,2026-03-29 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_483,INS-56086,+380509138577,2026-05-21 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_484,INS-97498,+380502621200,2026-05-18 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_485,INS-85924,+380503428692,2026-04-13 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_486,INS-67478,+380505109660,2026-04-29 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_487,INS-76246,+380503359042,2026-03-31 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_488,INS-36594,+380507479034,2026-04-14 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_489,INS-83090,+380506164398,2026-04-27 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_490,INS-26925,+380502195036,2026-04-12 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_491,INS-32758,+380501254851,2026-05-14 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_492,INS-22457,+380504635301,2026-04-27 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_493,INS-39845,+380508663616,2026-03-28 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_494,INS-31618,+380503332158,2026-05-13 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_495,INS-78793,+380502255776,2026-05-21 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_496,INS-62506,+380506991974,2026-04-04 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_497,INS-37462,+380504722856,2026-05-04 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_498,INS-83065,+380507355593,2026-05-23 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_499,INS-17502,+380501554936,2026-04-30 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_500,INS-90214,+380506499427,2026-04-26 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_501,INS-38995,+380508179026,2026-05-08 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_502,INS-16473,+380502983710,2026-05-26 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_503,INS-96664,+380505169557,2026-05-16 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_504,INS-89322,+380508223314,2026-05-12 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_505,INS-46950,+380509646465,2026-05-05 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_506,INS-93175,+380502336777,2026-04-20 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_507,INS-86184,+380502326378,2026-04-22 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_508,INS-49220,+380501108079,2026-05-07 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_509,INS-68359,+380504464002,2026-04-14 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_510,INS-62423,+380502663111,2026-04-04 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_511,INS-63708,+380505283005,2026-05-12 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_512,INS-37470,+380508021906,2026-04-20 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_513,INS-27721,+380508489137,2026-04-07 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_514,INS-26964,+380507794883,2026-05-24 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_515,INS-68832,+380508121402,2026-04-24 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_516,INS-66028,+380501547858,2026-03-30 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_517,INS-32297,+380502767072,2026-04-03 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_518,INS-25348,+380508811302,2026-05-07 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_519,INS-94257,+380503360094,2026-04-14 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_520,INS-82765,+380502239276,2026-03-31 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_521,INS-15254,+380508384633,2026-05-13 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_522,INS-43647,+380501835459,2026-04-04 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_523,INS-74720,+380507261920,2026-03-31 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_524,INS-40306,+380504165331,2026-04-25 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_525,INS-75016,+380505249456,2026-05-01 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_526,INS-75181,+380503036697,2026-04-06 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_527,INS-81615,+380501271708,2026-03-28 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_528,INS-37848,+380509213817,2026-05-25 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_529,INS-84211,+380502623282,2026-05-23 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_530,INS-42143,+380502924363,2026-04-01 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_531,INS-91946,+380503792513,2026-05-06 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_532,INS-97499,+380502119913,2026-04-09 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_533,INS-62793,+380508510634,2026-04-11 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_534,INS-35316,+380502768227,2026-04-30 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_535,INS-80531,+380502004290,2026-04-04 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_536,INS-30168,+380506830431,2026-04-25 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_537,INS-61471,+380506472640,2026-03-30 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_538,INS-60342,+380508920900,2026-05-23 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_539,INS-91766,+380504341768,2026-04-08 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_540,INS-81725,+380509258106,2026-04-06 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_541,INS-41710,+380508246047,2026-05-19 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_542,INS-31294,+380509972408,2026-05-12 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_543,INS-47886,+380502567213,2026-04-18 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_544,INS-57640,+380503780602,2026-05-05 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_545,INS-13113,+380501018172,2026-04-25 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_546,INS-94150,+380503345379,2026-05-02 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_547,INS-85217,+380506835832,2026-04-09 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_548,INS-55083,+380506908101,2026-04-19 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_549,INS-30740,+380507617358,2026-04-15 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_550,INS-45632,+380508277013,2026-05-03 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_551,INS-47232,+380504269529,2026-05-07 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_552,INS-39216,+380507697103,2026-04-19 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_553,INS-37717,+380507872830,2026-04-23 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_554,INS-16668,+380508362601,2026-04-02 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_555,INS-19046,+380505457048,2026-05-04 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_556,INS-51622,+380502408916,2026-05-10 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_557,INS-64722,+380507671342,2026-04-17 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_558,INS-41331,+380502735507,2026-04-24 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_559,INS-33813,+380509218030,2026-05-10 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_560,INS-67946,+380501999809,2026-05-22 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_561,INS-58108,+380506182482,2026-05-05 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_562,INS-17593,+380502651314,2026-05-17 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_563,INS-19539,+380504885240,2026-03-31 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_564,INS-89606,+380509532195,2026-03-28 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_565,INS-49784,+380506586579,2026-04-20 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_566,INS-22767,+380509122646,2026-04-08 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_567,INS-29209,+380505106182,2026-04-21 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_568,INS-53757,+380501774482,2026-04-22 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_569,INS-37816,+380501993867,2026-05-09 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_570,INS-66449,+380507314135,2026-04-05 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_571,INS-33055,+380506322610,2026-05-10 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_572,INS-27214,+380504221463,2026-04-24 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_573,INS-63695,+380501355668,2026-05-06 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_574,INS-66543,+380509507073,2026-05-08 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_575,INS-80022,+380505445810,2026-04-12 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_576,INS-75790,+380506101680,2026-04-23 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_577,INS-86593,+380502123583,2026-05-26 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_578,INS-10050,+380508852672,2026-04-29 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_579,INS-87007,+380501235091,2026-03-29 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_580,INS-30514,+380509936851,2026-04-14 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_581,INS-89055,+380507651473,2026-05-15 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_582,INS-38906,+380508874908,2026-05-18 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_583,INS-15910,+380503536589,2026-04-08 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_584,INS-29880,+380501050091,2026-05-25 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_585,INS-45100,+380502565600,2026-05-22 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_586,INS-60975,+380503752651,2026-03-30 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_587,INS-49736,+380502149997,2026-04-10 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_588,INS-39313,+380501226302,2026-03-31 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_589,INS-69281,+380509315328,2026-04-09 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_590,INS-93364,+380502608044,2026-04-23 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_591,INS-27040,+380507294120,2026-04-08 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_592,INS-63248,+380501688196,2026-04-04 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_593,INS-97594,+380504747271,2026-05-21 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_594,INS-62303,+380509628383,2026-03-28 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_595,INS-21072,+380505808443,2026-05-02 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_596,INS-32198,+380507655416,2026-04-22 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_597,INS-65492,+380505286358,2026-04-06 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_598,INS-30754,+380508341574,2026-03-30 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_599,INS-22952,+380507453970,2026-05-10 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_600,INS-26128,+380503952539,2026-05-08 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_601,INS-34280,+380501673036,2026-05-15 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_602,INS-93219,+380502120010,2026-04-22 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_603,INS-91055,+380506797356,2026-03-29 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_604,INS-12776,+380506153731,2026-04-26 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_605,INS-98485,+380504090597,2026-04-11 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_606,INS-98947,+380503354063,2026-05-18 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_607,INS-18813,+380502090575,2026-04-08 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_608,INS-83612,+380503475337,2026-04-17 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_609,INS-75019,+380501121165,2026-05-24 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_610,INS-10945,+380504184944,2026-05-16 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_611,INS-57574,+380508595175,2026-03-28 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_612,INS-14004,+380506455414,2026-05-02 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_613,INS-25617,+380505689177,2026-04-01 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_614,INS-68712,+380506850045,2026-04-11 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_615,INS-55765,+380503367966,2026-05-16 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_616,INS-30278,+380503132496,2026-05-24 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_617,INS-75606,+380502473727,2026-04-27 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_618,INS-64771,+380508977772,2026-04-19 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_619,INS-92088,+380502174306,2026-04-12 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_620,INS-92208,+380506135244,2026-05-19 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_621,INS-55637,+380502016872,2026-04-25 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_622,INS-80728,+380508342370,2026-05-03 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_623,INS-32723,+380501246915,2026-04-26 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_624,INS-62207,+380506303019,2026-04-18 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_625,INS-22447,+380508198153,2026-05-22 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_626,INS-52217,+380506147906,2026-04-27 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_627,INS-11621,+380502523370,2026-05-04 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_628,INS-64892,+380507634929,2026-04-01 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_629,INS-79228,+380509318154,2026-04-03 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_630,INS-35808,+380505054561,2026-04-03 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_631,INS-97507,+380508817362,2026-03-31 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_632,INS-74084,+380502072360,2026-05-12 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_633,INS-38778,+380501840664,2026-05-18 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_634,INS-24263,+380503331774,2026-04-04 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_635,INS-83094,+380505705265,2026-05-26 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_636,INS-67253,+380501617856,2026-05-21 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_637,INS-88064,+380509237703,2026-03-31 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_638,INS-29278,+380506086779,2026-04-11 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_639,INS-33662,+380508684078,2026-05-06 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_640,INS-38289,+380501778346,2026-04-02 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_641,INS-93386,+380503428554,2026-05-05 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_642,INS-78172,+380505820542,2026-04-05 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_643,INS-14398,+380505937700,2026-04-03 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_644,INS-72362,+380503788371,2026-04-02 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_645,INS-59155,+380504937915,2026-04-27 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_646,INS-80179,+380502675217,2026-04-13 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_647,INS-74151,+380506895199,2026-04-10 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_648,INS-25943,+380509997874,2026-04-16 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_649,INS-30922,+380509212641,2026-05-13 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_650,INS-53297,+380501455081,2026-05-11 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_651,INS-59583,+380509378337,2026-05-17 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_652,INS-55074,+380507595882,2026-04-04 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_653,INS-49341,+380509564987,2026-05-15 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_654,INS-71543,+380507062118,2026-04-25 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_655,INS-16831,+380503588314,2026-05-21 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_656,INS-44298,+380501607672,2026-04-14 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_657,INS-99463,+380502312035,2026-05-07 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_658,INS-80237,+380508452059,2026-04-11 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_659,INS-11552,+380502605818,2026-05-08 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_660,INS-21800,+380505909988,2026-05-19 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_661,INS-20414,+380503874211,2026-04-28 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_662,INS-52931,+380501165761,2026-05-09 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_663,INS-46504,+380505133750,2026-05-24 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_664,INS-68049,+380504496964,2026-04-29 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_665,INS-62570,+380502481462,2026-04-05 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_666,INS-71538,+380501755413,2026-04-21 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_667,INS-12830,+380504119775,2026-05-11 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_668,INS-87440,+380501375666,2026-04-21 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_669,INS-11913,+380505282206,2026-04-10 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_670,INS-46485,+380503909318,2026-05-08 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_671,INS-50216,+380508449702,2026-05-09 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_672,INS-38330,+380509905875,2026-05-09 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_673,INS-11352,+380509087457,2026-05-09 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_674,INS-91135,+380503801321,2026-05-21 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_675,INS-27697,+380508205739,2026-04-28 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_676,INS-26796,+380508301724,2026-05-12 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_677,INS-88091,+380503057128,2026-05-20 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_678,INS-58864,+380501897309,2026-05-21 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_679,INS-28288,+380508863201,2026-05-15 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_680,INS-71647,+380502892170,2026-04-01 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_681,INS-35446,+380506765690,2026-05-03 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_682,INS-81236,+380503970675,2026-05-15 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_683,INS-61672,+380509365577,2026-04-04 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_684,INS-22968,+380509163389,2026-03-31 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_685,INS-34043,+380503232042,2026-04-25 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_686,INS-67291,+380508519715,2026-04-18 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_687,INS-47292,+380507129220,2026-04-19 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_688,INS-91416,+380502951004,2026-05-08 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_689,INS-34398,+380501579610,2026-04-22 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_690,INS-73354,+380509121953,2026-04-13 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_691,INS-26195,+380506034745,2026-04-06 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_692,INS-54871,+380507371703,2026-03-29 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_693,INS-38991,+380504231091,2026-05-06 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_694,INS-89776,+380508087939,2026-04-28 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_695,INS-39862,+380508640279,2026-04-02 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_696,INS-66299,+380502809791,2026-04-24 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_697,INS-26328,+380505320876,2026-04-15 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_698,INS-33948,+380507299138,2026-05-26 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_699,INS-87457,+380507800137,2026-05-02 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_700,INS-69337,+380501420091,2026-04-05 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_701,INS-20539,+380508349435,2026-04-23 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_702,INS-85173,+380502347998,2026-05-20 14:12,Scheduled
